opportunity_id,account_id,owner_id,opportunity_name,opportunity_type,stage_name,forecast_category,amount,currency_code,term_months,created_date,close_date,is_closed,is_won,contract_id
OPP-000657,ACC-0193,USR-011,Williams-Brown - New Business,New Business,Closed Won,Closed,176000.0,USD,36,2024-08-30,2024-11-15,1,1,CTR-00634
OPP-000658,ACC-0193,USR-011,Williams-Brown - Renewal,Renewal,Closed Won,Closed,176000.0,USD,36,2025-08-27,2025-11-23,1,1,CTR-00635
OPP-000659,ACC-0193,USR-011,Williams-Brown - Churn,Churn,Closed Lost,Omitted,176000.0,USD,12,2025-11-14,2025-12-20,1,0,
OPP-000660,ACC-0194,USR-020,Terry-Martinez - New Business,New Business,Closed Won,Closed,187000.0,USD,12,2024-05-23,2024-09-04,1,1,CTR-00636
OPP-000661,ACC-0194,USR-020,Terry-Martinez - Renewal,Renewal,Closed Won,Closed,162000.0,USD,24,2025-08-09,2025-09-09,1,1,CTR-00637
OPP-000662,ACC-0194,USR-020,Terry-Martinez - Downgrade,Downgrade,Closed Won,Closed,-54000.0,USD,12,2025-10-30,2025-12-16,1,1,CTR-00638
OPP-000663,ACC-0195,USR-025,Garcia-Smith - New Business,New Business,Closed Won,Closed,148000.0,USD,12,2023-03-29,2023-06-20,1,1,CTR-00639
OPP-000664,ACC-0195,USR-025,Garcia-Smith - Renewal,Renewal,Closed Won,Closed,140000.0,USD,36,2024-05-09,2024-06-06,1,1,CTR-00640
OPP-000665,ACC-0195,USR-025,Garcia-Smith - Renewal,Renewal,Closed Won,Closed,140000.0,USD,24,2025-05-01,2025-06-04,1,1,CTR-00641
OPP-000666,ACC-0196,USR-005,Harrison-Alexander - New Business,New Business,Closed Won,Closed,256000.0,USD,12,2025-03-30,2025-05-08,1,1,CTR-00642
OPP-000667,ACC-0196,USR-005,Harrison-Alexander - Expansion,Expansion,Closed Won,Closed,48000.0,USD,12,2025-05-09,2025-08-16,1,1,CTR-00643
OPP-000668,ACC-0197,USR-023,Sheppard LLC - New Business,New Business,Closed Won,Closed,386000.0,USD,12,2024-02-11,2024-04-21,1,1,CTR-00644
OPP-000669,ACC-0197,USR-023,Sheppard LLC - Expansion,Expansion,Closed Won,Closed,36000.0,USD,24,2024-06-07,2024-08-08,1,1,CTR-00645
OPP-000670,ACC-0197,USR-023,Sheppard LLC - Expansion,Expansion,Closed Won,Closed,90000.0,USD,36,2024-06-25,2024-08-18,1,1,CTR-00646
OPP-000671,ACC-0197,USR-023,Sheppard LLC - Expansion,Expansion,Closed Won,Closed,240000.0,USD,12,2024-10-26,2025-01-19,1,1,CTR-00647
OPP-000672,ACC-0197,USR-023,Sheppard LLC - Renewal,Renewal,Closed Won,Closed,744000.0,USD,24,2024-12-04,2025-04-01,1,1,CTR-00648
OPP-000673,ACC-0197,USR-023,Sheppard LLC - Churn,Churn,Closed Lost,Omitted,744000.0,USD,12,2025-08-17,2025-12-14,1,0,
OPP-000674,ACC-0198,USR-023,Wilson-Jones - New Business,New Business,Closed Won,Closed,138000.0,USD,12,2025-03-25,2025-04-19,1,1,CTR-00649
OPP-000675,ACC-0198,USR-023,Wilson-Jones - Expansion,Expansion,Closed Won,Closed,84000.0,USD,36,2025-04-18,2025-07-13,1,1,CTR-00650
OPP-000676,ACC-0199,USR-005,Jones-Soto - New Business,New Business,Closed Won,Closed,285000.0,USD,12,2024-12-28,2025-02-07,1,1,CTR-00651
OPP-000677,ACC-0199,USR-005,Jones-Soto - Expansion,Expansion,Closed Won,Closed,70000.0,USD,24,2025-06-01,2025-08-23,1,1,CTR-00652
OPP-000678,ACC-0200,USR-014,Hernandez PLC - New Business,New Business,Closed Won,Closed,186000.0,GBP,36,2025-01-24,2025-04-06,1,1,CTR-00653
OPP-000679,ACC-0200,USR-014,Hernandez PLC - Expansion,Expansion,Closed Won,Closed,192000.0,GBP,12,2025-11-18,2025-12-17,1,1,CTR-00654
OPP-000680,ACC-0033,USR-007,Lee-Davis - Expansion,Expansion,Qualification,Commit,270000.0,USD,12,2026-07-16,2026-08-14,0,0,
OPP-000681,ACC-0039,USR-008,Baxter Inc - New Business,New Business,Negotiation,Commit,280000.0,EUR,12,2026-06-25,2026-08-07,0,0,
OPP-000682,ACC-0186,USR-021,King-Martinez - Expansion,Expansion,Qualification,Best Case,144000.0,USD,36,2026-11-26,2026-12-26,0,0,
OPP-000683,ACC-0186,USR-021,King-Martinez - Expansion,Expansion,Prospecting,Best Case,475000.0,USD,24,2026-06-16,2026-09-01,0,0,
OPP-000684,ACC-0019,USR-016,"Arroyo, Miller and Tucker - Expansion",Expansion,Qualification,Best Case,96000.0,USD,24,2026-08-18,2026-11-08,0,0,
OPP-000685,ACC-0073,USR-020,Williams-Cook - Expansion,Expansion,Negotiation,Best Case,72000.0,USD,12,2026-05-24,2026-07-17,0,0,
OPP-000686,ACC-0073,USR-020,Williams-Cook - Expansion,Expansion,Prospecting,Best Case,265000.0,USD,12,2026-08-25,2026-11-27,0,0,
OPP-000687,ACC-0086,USR-007,"Shields, Cochran and Adams - Expansion",Expansion,Proposal,Commit,1140000.0,USD,12,2026-09-05,2026-12-02,0,0,
OPP-000688,ACC-0086,USR-007,"Shields, Cochran and Adams - New Business",New Business,Prospecting,Pipeline,270000.0,USD,36,2026-06-23,2026-10-18,0,0,
OPP-000689,ACC-0177,USR-024,Peterson-Beard - Expansion,Expansion,Proposal,Commit,1063000.0,USD,12,2026-07-20,2026-08-16,0,0,
OPP-000690,ACC-0177,USR-024,Peterson-Beard - New Business,New Business,Proposal,Commit,264000.0,USD,12,2026-07-31,2026-09-14,0,0,
OPP-000691,ACC-0082,USR-014,Dickson-Brady - New Business,New Business,Prospecting,Pipeline,140000.0,EUR,12,2026-07-19,2026-08-28,0,0,
OPP-000692,ACC-0082,USR-014,Dickson-Brady - Expansion,Expansion,Proposal,Pipeline,60000.0,EUR,12,2026-05-04,2026-07-25,0,0,
OPP-000693,ACC-0149,USR-002,Ramirez-Bean - New Business,New Business,Proposal,Pipeline,855000.0,USD,12,2026-08-21,2026-09-26,0,0,
OPP-000694,ACC-0149,USR-002,Ramirez-Bean - Expansion,Expansion,Proposal,Commit,154000.0,USD,12,2026-06-14,2026-07-20,0,0,
OPP-000695,ACC-0062,USR-018,Anderson-Bailey - Expansion,Expansion,Negotiation,Commit,150000.0,USD,12,2026-06-25,2026-09-01,0,0,
OPP-000696,ACC-0184,USR-005,"Wood, Tran and Cooper - Expansion",Expansion,Qualification,Pipeline,135000.0,USD,24,2026-08-27,2026-11-21,0,0,
OPP-000697,ACC-0184,USR-005,"Wood, Tran and Cooper - Expansion",Expansion,Negotiation,Commit,198000.0,USD,36,2026-08-08,2026-10-13,0,0,
OPP-000698,ACC-0124,USR-010,"Schmidt, Hansen and Stewart - New Business",New Business,Proposal,Pipeline,18000.0,GBP,12,2026-08-26,2026-12-12,0,0,
OPP-000699,ACC-0124,USR-010,"Schmidt, Hansen and Stewart - Expansion",Expansion,Negotiation,Pipeline,144000.0,GBP,12,2026-07-21,2026-08-27,0,0,
OPP-000700,ACC-0112,USR-008,"Jackson, Miller and Robertson - Expansion",Expansion,Proposal,Pipeline,176000.0,EUR,36,2026-10-28,2026-11-26,0,0,
OPP-000701,ACC-0105,USR-015,"Parker, Ortiz and Powell - New Business",New Business,Prospecting,Pipeline,144000.0,USD,12,2026-08-11,2026-09-22,0,0,
OPP-000702,ACC-0105,USR-015,"Parker, Ortiz and Powell - Expansion",Expansion,Proposal,Pipeline,44000.0,USD,12,2026-06-13,2026-10-10,0,0,
OPP-000703,ACC-0032,USR-003,"Johnston, Sanchez and Kennedy - New Business",New Business,Prospecting,Pipeline,18000.0,EUR,24,2026-08-11,2026-11-20,0,0,
OPP-000704,ACC-0032,USR-003,"Johnston, Sanchez and Kennedy - Expansion",Expansion,Proposal,Pipeline,64000.0,EUR,12,2026-06-28,2026-08-19,0,0,
OPP-000705,ACC-0165,USR-024,Reed Group - Expansion,Expansion,Prospecting,Commit,90000.0,USD,12,2026-07-29,2026-11-19,0,0,
OPP-000706,ACC-0172,USR-016,"Adams, Christian and Rivas - Expansion",Expansion,Prospecting,Best Case,32000.0,USD,36,2026-06-16,2026-10-03,0,0,
OPP-000707,ACC-0172,USR-016,"Adams, Christian and Rivas - New Business",New Business,Prospecting,Pipeline,217000.0,USD,12,2026-07-09,2026-10-02,0,0,
OPP-000708,ACC-0190,USR-018,"Carlson, Hooper and Wall - Expansion",Expansion,Qualification,Pipeline,208000.0,USD,24,2026-07-20,2026-09-06,0,0,
OPP-000709,ACC-0190,USR-018,"Carlson, Hooper and Wall - Expansion",Expansion,Qualification,Pipeline,165000.0,USD,36,2026-09-06,2026-12-27,0,0,
OPP-000710,ACC-0142,USR-018,Johnson-Rogers - New Business,New Business,Qualification,Best Case,198000.0,USD,24,2026-10-07,2026-11-08,0,0,
OPP-000711,ACC-0151,USR-014,Curry Inc - New Business,New Business,Qualification,Best Case,48000.0,EUR,12,2026-08-07,2026-11-14,0,0,
OPP-000712,ACC-0151,USR-014,Curry Inc - Expansion,Expansion,Negotiation,Best Case,64000.0,EUR,12,2026-09-23,2026-12-20,0,0,
OPP-000713,ACC-0078,USR-009,"Tran, Jordan and Williams - Expansion",Expansion,Qualification,Commit,128000.0,USD,12,2026-07-17,2026-11-04,0,0,
OPP-000714,ACC-0054,USR-009,"Hensley, Powell and David - Expansion",Expansion,Prospecting,Commit,72000.0,USD,12,2026-08-14,2026-10-05,0,0,
OPP-000715,ACC-0122,USR-018,"Holmes, Williams and Wright - Expansion",Expansion,Prospecting,Best Case,223000.0,USD,12,2026-05-21,2026-07-11,0,0,
OPP-000716,ACC-0122,USR-018,"Holmes, Williams and Wright - Expansion",Expansion,Proposal,Best Case,66000.0,USD,24,2026-06-26,2026-10-13,0,0,
OPP-000717,ACC-0168,USR-014,Reid-Poole - New Business,New Business,Qualification,Best Case,338000.0,EUR,24,2026-07-21,2026-10-09,0,0,
OPP-000718,ACC-0168,USR-014,Reid-Poole - New Business,New Business,Prospecting,Commit,16000.0,EUR,12,2026-08-16,2026-10-17,0,0,
OPP-000719,ACC-0009,USR-001,"Dyer, Potter and Mack - New Business",New Business,Prospecting,Best Case,83000.0,USD,24,2026-07-26,2026-11-03,0,0,
OPP-000720,ACC-0094,USR-022,"Rivera, Johnson and Wiley - Expansion",Expansion,Proposal,Best Case,201000.0,USD,12,2026-08-25,2026-10-09,0,0,
OPP-000721,ACC-0094,USR-022,"Rivera, Johnson and Wiley - New Business",New Business,Qualification,Commit,240000.0,USD,24,2026-08-21,2026-10-13,0,0,
OPP-000722,ACC-0041,USR-004,Williams PLC - New Business,New Business,Prospecting,Best Case,192000.0,USD,12,2026-10-14,2026-12-17,0,0,
OPP-000723,ACC-0101,USR-011,"Mcdaniel, Bentley and Mclaughlin - New Business",New Business,Proposal,Best Case,150000.0,USD,12,2026-05-07,2026-08-25,0,0,
OPP-000724,ACC-0101,USR-011,"Mcdaniel, Bentley and Mclaughlin - Expansion",Expansion,Prospecting,Pipeline,285000.0,USD,36,2026-03-20,2026-07-11,0,0,
OPP-000725,ACC-0050,USR-024,"Daniels, Adkins and Brown - New Business",New Business,Proposal,Commit,28000.0,USD,36,2026-06-17,2026-10-09,0,0,
OPP-000726,ACC-0050,USR-024,"Daniels, Adkins and Brown - Expansion",Expansion,Proposal,Pipeline,330000.0,USD,12,2026-07-04,2026-10-16,0,0,
OPP-000727,ACC-0089,USR-025,Torres-Pope - New Business,New Business,Qualification,Commit,28000.0,USD,12,2026-07-24,2026-09-16,0,0,
OPP-000728,ACC-0017,USR-018,Rodriguez LLC - Expansion,Expansion,Qualification,Best Case,234000.0,USD,36,2026-04-14,2026-07-07,0,0,
OPP-000729,ACC-0017,USR-018,Rodriguez LLC - Expansion,Expansion,Negotiation,Commit,1158000.0,USD,24,2026-04-11,2026-08-08,0,0,
OPP-000730,ACC-0013,USR-004,Harrell LLC - Expansion,Expansion,Negotiation,Pipeline,81000.0,USD,12,2026-06-13,2026-09-21,0,0,
OPP-000731,ACC-0176,USR-024,White-Lewis - Expansion,Expansion,Prospecting,Best Case,90000.0,USD,12,2026-07-21,2026-11-18,0,0,
OPP-000732,ACC-0176,USR-024,White-Lewis - Expansion,Expansion,Prospecting,Best Case,144000.0,USD,12,2026-06-10,2026-08-26,0,0,
OPP-000733,ACC-0065,USR-013,"Turner, Riggs and Roman - Expansion",Expansion,Proposal,Pipeline,135000.0,USD,12,2026-08-15,2026-10-23,0,0,
OPP-000734,ACC-0065,USR-013,"Turner, Riggs and Roman - New Business",New Business,Prospecting,Commit,126000.0,USD,12,2026-07-14,2026-11-01,0,0,
OPP-000735,ACC-0100,USR-025,Smith-Frost - Expansion,Expansion,Qualification,Pipeline,91000.0,USD,12,2026-06-04,2026-08-05,0,0,
OPP-000736,ACC-0100,USR-025,Smith-Frost - Expansion,Expansion,Prospecting,Pipeline,198000.0,USD,24,2026-11-03,2026-12-24,0,0,
OPP-000737,ACC-0048,USR-003,"Stanley, Tucker and Lee - Expansion",Expansion,Qualification,Best Case,36000.0,EUR,12,2026-08-16,2026-10-01,0,0,
OPP-000738,ACC-0048,USR-003,"Stanley, Tucker and Lee - New Business",New Business,Qualification,Pipeline,170000.0,EUR,12,2026-04-18,2026-07-05,0,0,
OPP-000739,ACC-0128,USR-023,Green-Wright - New Business,New Business,Proposal,Best Case,360000.0,USD,24,2026-05-18,2026-08-27,0,0,
OPP-000740,ACC-0119,USR-005,Hernandez Ltd - Expansion,Expansion,Proposal,Best Case,36000.0,USD,24,2026-07-30,2026-09-20,0,0,
OPP-000741,ACC-0102,USR-016,Diaz Inc - Expansion,Expansion,Prospecting,Commit,60000.0,USD,12,2026-04-04,2026-07-26,0,0,
OPP-000742,ACC-0083,USR-005,Hancock and Sons - Expansion,Expansion,Prospecting,Commit,360000.0,USD,12,2026-06-27,2026-10-13,0,0,
OPP-000743,ACC-0116,USR-024,Riggs PLC - New Business,New Business,Qualification,Pipeline,285000.0,USD,12,2026-04-06,2026-07-17,0,0,
OPP-000744,ACC-0035,USR-003,"Brown, Valdez and Lucas - Expansion",Expansion,Proposal,Best Case,873000.0,EUR,12,2026-08-07,2026-09-18,0,0,
OPP-000745,ACC-0084,USR-020,Johnson-Doyle - New Business,New Business,Qualification,Commit,96000.0,USD,12,2026-09-03,2026-12-03,0,0,
OPP-000746,ACC-0109,USR-023,Mitchell-Jordan - Expansion,Expansion,Prospecting,Commit,28000.0,USD,36,2026-07-31,2026-09-15,0,0,
OPP-000747,ACC-0081,USR-008,"Wright, Garcia and Deleon - Expansion",Expansion,Prospecting,Commit,18000.0,EUR,12,2026-04-28,2026-07-03,0,0,
OPP-000748,ACC-0081,USR-008,"Wright, Garcia and Deleon - Expansion",Expansion,Prospecting,Best Case,30000.0,EUR,12,2026-09-10,2026-11-21,0,0,
OPP-000749,ACC-0146,USR-004,"Alvarado, Miller and Patterson - New Business",New Business,Prospecting,Commit,224000.0,USD,36,2026-10-09,2026-12-10,0,0,
OPP-000750,ACC-0185,USR-017,"Pierce, Bell and Chavez - Expansion",Expansion,Negotiation,Best Case,135000.0,EUR,12,2026-09-13,2026-10-17,0,0,
OPP-000751,ACC-0185,USR-017,"Pierce, Bell and Chavez - Expansion",Expansion,Proposal,Best Case,110000.0,EUR,12,2026-07-05,2026-10-02,0,0,
OPP-000752,ACC-0002,USR-016,"Ryan, Burgess and Patterson - New Business",New Business,Proposal,Pipeline,18000.0,USD,24,2026-06-28,2026-10-12,0,0,
OPP-000753,ACC-0002,USR-016,"Ryan, Burgess and Patterson - New Business",New Business,Qualification,Best Case,90000.0,USD,12,2026-09-09,2026-10-19,0,0,
OPP-000754,ACC-0043,USR-014,Russell Group - Expansion,Expansion,Proposal,Commit,110000.0,EUR,24,2026-05-09,2026-07-12,0,0,
OPP-000755,ACC-0167,USR-025,Short-Garcia - New Business,New Business,Negotiation,Pipeline,162000.0,USD,36,2026-08-13,2026-10-07,0,0,
OPP-000756,ACC-0107,USR-015,"Bentley, Byrd and Orr - Expansion",Expansion,Prospecting,Commit,760000.0,USD,36,2026-09-27,2026-12-28,0,0,
OPP-000757,ACC-0107,USR-015,"Bentley, Byrd and Orr - Expansion",Expansion,Negotiation,Best Case,69000.0,USD,12,2026-07-31,2026-11-04,0,0,
OPP-000758,ACC-0024,USR-001,"Harris, Collins and Carney - Expansion",Expansion,Qualification,Commit,184000.0,USD,12,2026-04-19,2026-08-13,0,0,
OPP-000759,ACC-0125,USR-021,Salazar-Ball - Expansion,Expansion,Qualification,Commit,130000.0,USD,36,2026-07-01,2026-10-20,0,0,
OPP-000760,ACC-0195,USR-025,Garcia-Smith - Expansion,Expansion,Proposal,Best Case,950000.0,USD,12,2026-08-10,2026-09-06,0,0,
OPP-000761,ACC-0195,USR-025,Garcia-Smith - Expansion,Expansion,Negotiation,Pipeline,162000.0,USD,12,2026-05-14,2026-07-10,0,0,
OPP-000762,ACC-0038,USR-013,"West, Henderson and Ramirez - New Business",New Business,Proposal,Best Case,144000.0,USD,24,2026-08-29,2026-09-28,0,0,
